sample_key,instrument,relevance,num_responses
003884_403200,guitar,1.0,3
003886_4239360,banjo,0.1607,3
003887_111360,bass,0.16085,3
003895_122880,violin,0.84945,3
003896_257280,violin,1.0,3
003897_387840,violin,1.0,3
003899_311040,violin,1.0,3
003902_718080,violin,0.0,3
003902_718080,guitar,1.0,3
003904_138240,guitar,1.0,3
003904_138240,violin,0.0,3
003905_280320,violin,0.0,3
003905_280320,guitar,1.0,3
003906_7680,guitar,1.0,3
003909_69120,violin,0.0,3
003909_69120,guitar,1.0,3
003910_280320,guitar,1.0,3
003911_130560,guitar,1.0,3
003912_138240,mandolin,0.81945,3
003912_138240,ukulele,0.14705,3
003913_23040,guitar,1.0,3
003923_215040,bass,0.85485,3
003963_3840,bass,0.1395,3
003963_3840,cello,0.0,3
003971_88320,guitar,1.0,3
003980_318720,mandolin,0.0,3
003985_0,bass,0.0,3
003988_76800,bass,1.0,3
004006_341760,ukulele,0.0,3
004006_341760,cello,0.0,3
004014_299520,violin,1.0,3
004027_0,guitar,1.0,3
004040_222720,cello,0.0,3
004054_307200,mandolin,1.0,3
004054_307200,ukulele,0.8097,3
004054_307200,banjo,1.0,3
004055_318720,ukulele,0.84485,3
004055_318720,mandolin,1.0,3
004055_318720,banjo,1.0,3
004056_23040,ukulele,0.1613,3
004056_23040,mandolin,0.84605,3
004056_23040,banjo,0.85665,3
004065_161280,mandolin,0.8310500000000001,3
004065_161280,banjo,0.1730999999999999,3
004065_161280,ukulele,0.8323,3
004066_234240,guitar,1.0,3
004067_130560,ukulele,0.15715,3
004085_3840,bass,0.16085,3
004105_65280,violin,0.0,3
004114_111360,violin,0.0,3
004119_26880,cello,0.1719,3
004151_96000,mandolin,0.0,3
004189_19200,guitar,1.0,3
004192_453120,mandolin,0.0,3
004201_7680,guitar,1.0,3
004207_334080,banjo,0.18335,3
004229_3840,guitar,1.0,3
004232_276480,banjo,0.17645,3
004234_199680,ukulele,0.0,3
004234_199680,banjo,0.1854,3
004234_199680,mandolin,0.15715,3
004235_272640,banjo,0.0,3
004236_80640,banjo,0.0,3
004236_80640,mandolin,0.0,3
004239_142080,mandolin,0.0,3
004239_142080,banjo,0.0,3
004240_2952960,ukulele,0.0,3
004240_2952960,banjo,0.17855,3
004240_2952960,mandolin,1.0,3
004243_126720,ukulele,0.0,3
004255_261120,mandolin,0.0,3
004255_261120,banjo,0.0,3
004262_771840,cello,0.84375,3
004313_23040,banjo,0.0,3
004347_96000,ukulele,0.0,3
004366_3840,guitar,1.0,3
004366_3840,cello,0.0,3
004374_1943040,bass,0.16035,3
004382_645120,cello,0.0,3
004382_645120,bass,0.0,3
004394_157440,cello,0.0,3
004399_1198080,banjo,0.0,3
004427_195840,violin,0.0,3
004428_195840,violin,0.0,3
004439_768000,bass,0.0,3
004439_768000,cello,0.19095,3
004440_407040,banjo,0.0,3
004441_88320,guitar,1.0,3
004444_134400,ukulele,0.82545,3
004444_134400,mandolin,1.0,3
004445_3840,bass,0.1627,3
004453_111360,bass,0.1737,3
004499_26880,mandolin,0.16155,3
004499_26880,ukulele,0.83675,3
004507_76800,guitar,1.0,3
004507_76800,ukulele,1.0,3
004508_176640,ukulele,1.0,3
004508_176640,mandolin,0.0,3
004509_153600,ukulele,1.0,3
004510_111360,ukulele,1.0,3
004511_34560,banjo,0.0,3
004511_34560,ukulele,1.0,3
004511_34560,mandolin,0.8261499999999999,3
004514_837120,cello,0.0,3
004515_1482240,mandolin,0.17295,3
004515_1482240,ukulele,0.83965,3
004533_138240,banjo,0.0,3
004535_38400,banjo,0.84615,3
004535_38400,mandolin,0.8382499999999999,3
004539_57600,ukulele,0.17395,3
004542_7680,bass,0.8432999999999999,3
004709_234240,guitar,1.0,3
004713_149760,banjo,0.0,3
004736_76800,guitar,0.0,3
004738_15360,ukulele,0.16945,3
004738_15360,banjo,0.0,3
004739_153600,banjo,1.0,3
004741_184320,banjo,1.0,3
004742_130560,violin,1.0,3
004746_195840,violin,1.0,3
004750_61440,violin,1.0,3
004756_368640,cello,0.15515,3
004766_3840,guitar,1.0,3
004787_0,bass,1.0,3
004795_0,guitar,1.0,3
004797_11520,guitar,1.0,3
004797_11520,violin,0.0,3
004836_203520,guitar,1.0,3
004836_203520,ukulele,0.0,3
004994_3840,ukulele,1.0,3
004994_3840,mandolin,0.8209500000000001,3
005009_99840,banjo,0.0,3
005009_99840,violin,1.0,3
005011_49920,banjo,1.0,3
005012_184320,banjo,0.8264,3
005012_184320,mandolin,0.0,3
005012_184320,ukulele,0.0,3
005013_241920,bass,0.0,3
005018_157440,violin,0.84945,3
005027_19200,bass,0.0,3
005034_161280,guitar,0.0,3
005040_234240,bass,0.0,3
005042_142080,violin,0.0,3
005050_115200,guitar,1.0,3
005057_138240,ukulele,0.15715,3
005062_0,guitar,0.0,3
005062_0,cello,0.8281000000000001,3
005062_0,violin,0.14975,3
005063_11520,banjo,0.18335,3
005092_122880,banjo,0.0,3
005107_414720,violin,0.0,3
005144_326400,banjo,1.0,3
005144_326400,ukulele,0.81,3
005144_326400,mandolin,1.0,3
005157_138240,guitar,1.0,3
005157_138240,violin,0.0,3
005158_11520,guitar,1.0,3
005158_11520,violin,0.0,3
005158_11520,violin,0.0192499999999999,455
005159_149760,guitar,1.0,3
005271_399360,cello,0.1774,3
005319_176640,bass,0.17035,3
005375_69120,cello,1.0,3
005376_15360,violin,1.0,3
005377_49920,ukulele,1.0,3
005379_61440,mandolin,0.0,3
005406_0,guitar,1.0,3
005577_7680,mandolin,0.0,3
005623_203520,violin,0.8392999999999999,3
005871_0,violin,1.0,3
005876_291840,banjo,1.0,3
005923_3840,guitar,1.0,3
005965_15360,violin,0.0,3
005988_180480,mandolin,0.0,3
006002_96000,ukulele,0.1875,3
006276_26880,guitar,1.0,3
006331_92160,guitar,0.0,3
006333_88320,mandolin,0.0,3
006333_88320,ukulele,0.1730999999999999,3
006333_88320,banjo,1.0,3
006354_3840,banjo,0.1607,3
006360_15360,mandolin,1.0,3
006360_15360,ukulele,0.13755,3
006364_537600,mandolin,0.0,3
006364_537600,banjo,0.15525,3
006366_176640,bass,0.0,3
006372_188160,banjo,1.0,3
006373_19200,mandolin,0.8202499999999999,3
006373_19200,banjo,0.85185,3
006375_249600,banjo,0.0,3
006379_199680,banjo,0.0,3
006380_157440,banjo,0.8558,3
006380_157440,mandolin,0.1539499999999999,3
006383_134400,banjo,0.15385,3
006383_134400,mandolin,0.17145,3
006388_103680,violin,0.15305,3
006388_103680,banjo,0.0,3
006388_103680,mandolin,0.85135,3
006388_103680,ukulele,0.0,3
006395_188160,banjo,0.0,3
006403_53760,guitar,0.85895,3
006408_349440,banjo,0.0,3
006459_272640,violin,0.83335,3
006469_284160,ukulele,0.1677,3
006469_284160,mandolin,0.16865,3
006529_172800,guitar,1.0,3
006585_149760,banjo,0.0,3
006586_107520,banjo,0.0,3
006587_284160,banjo,0.0,3
006590_19200,banjo,0.0,3
006595_180480,violin,1.0,3
006596_53760,mandolin,0.0,3
006596_53760,ukulele,0.15,3
006596_53760,banjo,0.0,3
006597_199680,banjo,1.0,3
006598_99840,ukulele,0.1719,3
006631_34560,cello,0.0,3
006633_72960,cello,0.0,3
006636_1774080,violin,1.0,3
006716_0,banjo,0.16665,3
006776_203520,mandolin,0.0,3
006780_99840,guitar,1.0,3
006781_184320,mandolin,1.0,3
006781_184320,ukulele,0.0,3
006781_184320,banjo,1.0,3
006782_88320,banjo,1.0,3
006782_88320,mandolin,1.0,3
006783_3840,mandolin,0.83595,3
006783_3840,banjo,1.0,3
006784_107520,mandolin,0.8183,3
006784_107520,banjo,1.0,3
006784_107520,ukulele,1.0,3
006787_153600,banjo,1.0,491
006787_153600,banjo,1.0,3
006787_153600,violin,0.84945,3
006858_80640,guitar,1.0,3
006858_80640,cello,0.0,3
006858_80640,violin,0.8411500000000001,3
006859_11520,cello,0.16665,3
006860_668160,guitar,1.0,3
006863_53760,mandolin,0.0,3
006863_53760,banjo,0.0,3
006890_153600,guitar,1.0,3
006965_19200,cello,0.15585,3
006966_142080,bass,0.1576,3
007045_165120,mandolin,0.0,3
007069_11520,guitar,1.0,3
007113_49920,bass,1.0,3
007116_107520,bass,1.0,3
007118_26880,ukulele,0.0,3
007118_26880,mandolin,0.84285,3
007118_26880,banjo,0.0,3
007121_26880,mandolin,0.16665,3
007121_26880,banjo,0.8269,3
007122_218880,guitar,1.0,3
007124_280320,cello,0.0,3
007124_280320,guitar,1.0,3
007152_215040,mandolin,0.16155,3
007152_215040,banjo,1.0,3
007153_26880,banjo,0.18,3
007153_26880,mandolin,0.0,3
007153_26880,ukulele,0.1644,3
007157_138240,ukulele,0.0,3
007157_138240,mandolin,1.0,3
007174_30720,ukulele,0.15205,3
007174_30720,bass,0.83335,3
007206_1232640,bass,0.0,3
007206_1232640,banjo,0.0,3
007210_111360,mandolin,0.0,3
007210_111360,banjo,0.0,3
007376_49920,violin,0.15,3
007391_145920,banjo,0.85875,3
007391_145920,mandolin,1.0,3
007391_145920,ukulele,0.84955,3
007465_61440,ukulele,0.0,3
007470_3840,violin,0.0,3
007493_464640,guitar,1.0,3
007525_714240,banjo,0.1607,3
007529_34560,banjo,0.14815,3
007529_34560,mandolin,0.0,3
007529_34560,ukulele,0.0,3
007537_2784000,mandolin,0.1528499999999999,3
007537_2784000,ukulele,0.0,3
007540_1013760,violin,0.1677,3
007670_30720,guitar,1.0,3
007673_825600,banjo,0.0,3
007673_825600,ukulele,0.0,3
007768_11520,bass,0.16225,3
007769_72960,guitar,1.0,3
007769_72960,ukulele,0.0,3
007824_284160,violin,0.1667,3
007828_0,ukulele,0.0,3
007828_0,mandolin,0.0,3
007837_42240,guitar,1.0,3
007837_42240,mandolin,0.0,3
007867_61440,guitar,1.0,3
007929_96000,violin,0.0,3
007929_96000,guitar,0.0,3
007929_96000,cello,0.0,3
008057_3840,guitar,1.0,3
008058_192000,ukulele,0.0,3
008058_192000,violin,0.0,3
008136_15360,mandolin,0.0,3
008136_15360,ukulele,0.15515,3
008136_15360,banjo,0.15,3
008141_76800,bass,0.84375,3
008161_345600,mandolin,0.0,3
008161_345600,ukulele,0.0,3
008161_345600,violin,0.0,3
008162_679680,violin,0.0,3
008256_134400,mandolin,0.17325,3
008256_134400,banjo,0.8392999999999999,3
008257_195840,banjo,1.0,3
008257_195840,ukulele,0.8387,3
008257_195840,mandolin,1.0,3
008258_99840,banjo,1.0,3
008258_99840,mandolin,1.0,3
008259_96000,mandolin,0.84595,3
008259_96000,banjo,1.0,3
008259_96000,ukulele,1.0,3
008260_88320,ukulele,1.0,3
008260_88320,banjo,0.8392999999999999,3
008260_88320,mandolin,0.1802,3
008261_207360,banjo,0.8269,3
008281_0,guitar,1.0,3
008284_326400,banjo,1.0,3
008284_326400,mandolin,0.82595,3
008295_84480,cello,0.1613,3
008376_126720,banjo,0.0,3
008493_19200,guitar,1.0,3
008529_3724800,banjo,0.1607,3
008529_3724800,ukulele,0.0,3
008542_142080,mandolin,0.1777,3
008542_142080,banjo,0.0,3
008642_126720,bass,0.0,3
008642_126720,cello,0.0,3
008651_46080,banjo,0.0,3
008686_7680,guitar,1.0,3
008741_88320,cello,0.0,3
008754_88320,cello,0.0,3
008754_88320,ukulele,0.0,3
008756_76800,violin,0.0,3
008756_76800,guitar,0.178,3
008775_80640,ukulele,0.0,3
008775_80640,cello,0.0,3
008779_7680,bass,0.8387,3
008842_57600,ukulele,0.8264,3
008847_38400,ukulele,0.8211999999999999,3
008847_38400,mandolin,0.17325,3
008848_42240,mandolin,1.0,3
008848_42240,banjo,0.81035,3
008908_61440,guitar,1.0,3
008914_99840,cello,0.0,3
008925_26880,guitar,1.0,3
008927_49920,guitar,1.0,3
008928_30720,violin,0.0,3
008928_30720,guitar,1.0,3
008940_57600,bass,0.0,3
008941_760320,guitar,1.0,3
008985_3840,guitar,1.0,3
008991_38400,guitar,1.0,3
009174_111360,cello,0.0,3
009174_111360,guitar,1.0,3
009181_664320,banjo,0.83335,3
009266_130560,ukulele,0.0,3
009267_61440,mandolin,0.0,3
009277_69120,violin,0.0,3
009301_0,ukulele,0.1438999999999999,3
009301_0,cello,0.8148,3
009301_0,bass,0.1458499999999999,3
009330_1006080,guitar,1.0,3
009331_1808640,violin,1.0,3
009331_1808640,ukulele,0.0,3
009331_1808640,cello,0.83335,3
009331_1808640,mandolin,0.0,3
009331_1808640,banjo,0.18455,3
009332_1297920,ukulele,0.0,3
009333_103680,ukulele,0.8356,3
009333_103680,bass,0.0,3
009333_103680,guitar,1.0,3
009333_103680,mandolin,0.0,3
009351_96000,cello,0.0,3
009354_80640,banjo,0.0,3
009355_88320,cello,0.0,3
009355_88320,mandolin,0.0,3
009379_1409280,banjo,1.0,3
009394_222720,mandolin,0.83575,3
009394_222720,ukulele,0.0,3
009394_222720,banjo,0.1607,3
009395_1159680,violin,0.1659,3
009405_11520,guitar,1.0,3
009405_11520,violin,0.0,3
009408_34560,ukulele,0.83145,3
009440_3840,bass,0.0,3
009440_3840,violin,0.0,3
009456_34560,ukulele,0.0,3
009468_261120,guitar,1.0,3
009473_218880,ukulele,0.0,3
009474_579840,guitar,1.0,3
009483_606720,bass,0.0,3
009486_103680,ukulele,0.8201499999999999,3
009494_11520,banjo,1.0,3
009510_57600,ukulele,0.85,3
009510_57600,banjo,0.8148,3
009510_57600,mandolin,0.16565,3
009518_7680,cello,0.0,3
009518_7680,guitar,0.85295,3
009524_299520,violin,1.0,3
009525_115200,violin,1.0,3
009529_88320,violin,1.0,3
009552_53760,cello,0.0,3
009556_192000,violin,0.0,3
009556_192000,guitar,1.0,3
009582_30720,banjo,0.0,3
009684_195840,bass,0.83775,3
009696_53760,cello,0.0,3
009696_53760,mandolin,0.0,3
009702_1098240,ukulele,0.0,3
009772_579840,bass,0.0,3
009773_1148160,bass,0.1514999999999999,3
009773_1148160,banjo,0.0,3
009773_1148160,mandolin,0.0,3
009819_72960,cello,0.8387,3
009820_11520,ukulele,0.0,3
009820_11520,cello,1.0,3
009820_11520,violin,1.0,3
009825_119040,banjo,0.0,3
009825_119040,mandolin,0.0,3
009830_53760,banjo,0.0,3
009836_215040,violin,0.0,3
009836_215040,bass,0.1514999999999999,3
009888_234240,mandolin,1.0,3
009900_76800,ukulele,0.8258,3
009904_19200,banjo,1.0,3
009904_19200,mandolin,0.8326,3
009904_19200,ukulele,0.8544,3
009907_3840,banjo,1.0,3
009907_3840,ukulele,1.0,3
009907_3840,mandolin,0.84885,3
009908_15360,banjo,0.8148,3
009909_76800,banjo,0.8258,3
009910_96000,ukulele,0.16675,3
009911_103680,banjo,1.0,3
009911_103680,ukulele,1.0,3
009911_103680,mandolin,0.16175,3
009912_69120,banjo,0.81035,3
009913_84480,banjo,1.0,3
009913_84480,ukulele,1.0,3
009930_3840,ukulele,0.14475,3
009936_34560,ukulele,0.0,3
009936_34560,banjo,0.0,3
009937_1175040,mandolin,0.1689999999999999,3
009937_1175040,ukulele,0.0,3
009940_211200,ukulele,0.0,3
009940_211200,banjo,0.0,3
009974_7680,ukulele,0.1630499999999999,3
009974_7680,mandolin,0.82585,3
009976_19200,banjo,1.0,3
009977_986880,ukulele,0.8281000000000001,3
009977_986880,mandolin,1.0,3
009978_426240,guitar,1.0,3
009979_376320,guitar,1.0,3
009984_115200,banjo,0.1613,3
009984_115200,ukulele,0.16665,3
010025_368640,guitar,1.0,3
010028_26880,guitar,0.0,3
010032_72960,bass,0.0,3
010032_72960,violin,0.8564,3
010033_26880,cello,0.1787,3
010035_253440,cello,1.0,3
010037_30720,violin,0.1795,3
010040_7680,mandolin,0.0,3
010041_11520,violin,1.0,3
010044_30720,violin,0.8364,3
010046_115200,guitar,0.0,3
010085_23040,banjo,0.0,3
010102_3840,violin,1.0,3
010123_138240,bass,0.83335,3
010128_92160,violin,0.0,3
010146_211200,mandolin,0.0,3
010147_46080,bass,0.16835,3
010167_453120,mandolin,0.0,3
010167_453120,bass,1.0,3
010230_34560,violin,1.0,3
010265_537600,bass,0.0,3
010287_0,violin,0.0,3
010287_0,bass,0.0,3
010358_65280,violin,0.0,3
010364_0,banjo,0.0,3
010365_165120,guitar,0.15855,3
010365_165120,bass,0.0,3
010367_46080,banjo,0.0,3
010368_199680,banjo,0.0,3
010381_226560,banjo,0.83335,3
010399_61440,mandolin,0.83075,3
010399_61440,ukulele,0.0,3
010399_61440,banjo,0.0,3
010412_61440,banjo,1.0,3
010412_61440,ukulele,1.0,3
010412_61440,banjo,0.94105,487
010424_130560,banjo,0.8484,492
010424_130560,banjo,1.0,3
010424_130560,mandolin,0.175,3
010433_3840,guitar,1.0,3
010444_30720,banjo,0.8148,3
010476_23040,guitar,1.0,3
010504_23040,bass,0.0,3
010505_23040,violin,1.0,3
010508_23040,bass,0.0,3
010508_23040,violin,1.0,3
010509_115200,mandolin,0.1891999999999999,3
010509_115200,ukulele,0.0,3
010511_11520,violin,1.0,3
010513_30720,mandolin,0.17145,3
010513_30720,ukulele,1.0,3
010515_153600,violin,1.0,3
010519_138240,violin,1.0,3
010529_295680,ukulele,0.0,3
010560_3840,banjo,0.0,3
010562_180480,violin,0.1774,3
010569_42240,violin,0.8398,3
010574_80640,violin,0.83335,3
010574_80640,guitar,0.0,3
010579_103680,violin,0.8141499999999999,3
010593_1728000,bass,0.0,3
010619_42240,ukulele,0.0,3
010621_57600,banjo,0.1856499999999999,3
010621_57600,mandolin,0.15785,3
010621_57600,ukulele,0.16785,3
010634_23040,ukulele,0.17645,3
010634_23040,mandolin,0.8365,3
010637_241920,ukulele,0.8361000000000001,3
010637_241920,mandolin,0.16085,3
010646_26880,bass,0.15625,3
010646_26880,ukulele,0.0,3
010648_96000,bass,0.0,3
010654_138240,banjo,0.0,3
010674_130560,cello,0.0,3
010675_357120,cello,0.15625,3
010679_7680,ukulele,0.7899499999999999,634
010679_7680,mandolin,0.16895,3
010679_7680,banjo,0.8276,3
010679_7680,ukulele,0.83445,3
010682_115200,banjo,1.0,3
010682_115200,mandolin,1.0,3
010703_72960,cello,1.0,3
010703_72960,violin,1.0,3
010704_92160,ukulele,1.0,3
010704_92160,mandolin,1.0,3
010704_92160,violin,0.0,3
010717_11520,cello,0.0,3
010722_618240,cello,1.0,3
010722_618240,bass,0.0,3
010726_96000,cello,0.0,3
010730_149760,banjo,1.0,3
010730_149760,violin,0.83445,3
010731_203520,banjo,0.81035,3
010732_7680,violin,1.0,3
010732_7680,banjo,1.0,3
010733_107520,ukulele,0.8276,3
010733_107520,mandolin,0.81455,3
010733_107520,banjo,1.0,3
010770_34560,banjo,0.0,3
010770_34560,ukulele,0.8579,3
010770_34560,mandolin,0.0,3
010783_3840,mandolin,1.0,3
010790_61440,mandolin,0.0,3
010804_57600,ukulele,0.0,3
010823_76800,cello,0.0,3
010826_107520,violin,0.0,3
010902_2227200,banjo,0.0,3
010939_161280,guitar,0.8491500000000001,3
010939_161280,bass,0.0,3
010941_756480,banjo,0.8392999999999999,3
010941_756480,ukulele,0.0,3
010941_756480,mandolin,0.1612,3
010956_1052160,cello,1.0,3
010956_1052160,violin,1.0,3
010957_917760,cello,1.0,3
010957_917760,violin,1.0,3
010958_1747200,violin,1.0,3
